,date,est,adj_close,Price Change,
0,12/2/2016,744.9469374,740.3400269,0,0
1,12/5/2016,740.9752039,759.3599854,19.0199585,1
2,12/6/2016,759.2516185,764.7199707,5.359985352,1
3,12/7/2016,762.0626983,770.4199829,5.700012207,1
4,12/8/2016,769.8615911,767.3300171,-3.08996582,0
5,12/9/2016,766.8807387,768.6599731,1.329956055,1
6,12/12/2016,768.7322682,760.1199951,-8.539978027,0
7,12/13/2016,762.0208177,774.3400269,14.22003174,1
8,12/14/2016,774.4164962,768.8200073,-5.520019531,0
9,12/15/2016,767.1713183,761,-7.820007324,0
10,12/16/2016,762.501022,757.7700195,-3.229980469,0
11,12/19/2016,758.4077653,766,8.229980469,1
12,12/20/2016,765.9835524,771.2199707,5.219970703,1
13,12/21/2016,770.2212727,770.5999756,-0.619995117,0
14,12/22/2016,769.8335483,766.3400269,-4.25994873,0
15,12/23/2016,767.2467075,760.5900269,-5.75,0
16,12/27/2016,761.6890707,771.4000244,10.80999756,1
17,12/28/2016,771.4260883,772.1300049,0.729980469,1
18,12/29/2016,770.5295424,765.1500244,-6.979980469,0
19,12/30/2016,766.6989348,749.8699951,-15.2800293,0
20,1/3/2017,752.918875,753.6699829,3.799987793,1
21,1/4/2017,754.0155394,757.1799927,3.510009766,1
22,1/5/2017,756.766055,780.4500122,23.27001953,1
23,1/6/2017,780.0836517,795.9899902,15.53997803,1
24,1/9/2017,793.2037836,796.9199829,0.929992676,1
25,1/10/2017,794.6167649,795.9000244,-1.019958496,0
26,1/11/2017,796.0094473,799.0200195,3.119995117,1
27,1/12/2017,799.0095286,813.6400146,14.61999512,1
28,1/13/2017,813.3562627,817.1400146,3.5,1
29,1/17/2017,815.067208,809.7199707,-7.420043945,0
30,1/18/2017,811.244038,807.4799805,-2.239990234,0
31,1/19/2017,807.9656551,809.039978,1.559997559,1
32,1/20/2017,809.1024613,808.3300171,-0.709960938,0
33,1/23/2017,808.1716956,817.8800049,9.549987793,1
34,1/24/2017,817.8083962,822.4400024,4.559997559,1
35,1/25/2017,821.2044309,836.5200195,14.08001709,1
36,1/26/2017,836.134354,839.1500244,2.630004883,1
37,1/27/2017,837.1206031,835.7700195,-3.380004883,0
38,1/30/2017,836.2562685,830.3800049,-5.390014648,0
39,1/31/2017,831.4256456,823.4799805,-6.900024414,0
40,2/1/2017,824.7929297,832.3499756,8.869995117,1
41,2/2/2017,832.4793045,839.9500122,7.600036621,1
42,2/3/2017,838.9611166,810.2000122,-29.75,0
43,2/6/2017,816.795237,807.6400146,-2.559997559,0
44,2/7/2017,808.8394869,812.5,4.859985352,1
45,2/8/2017,812.5107304,819.710022,7.210021973,1
46,2/9/2017,819.2531814,821.3599854,1.649963379,1
47,2/10/2017,820.3341945,827.460022,6.100036621,1
48,2/13/2017,827.3179058,836.5300293,9.070007324,1
49,2/14/2017,835.9569906,836.3900146,-0.140014648,0
50,2/15/2017,835.0391127,842.7000122,6.309997559,1
51,2/16/2017,842.644525,844.1400146,1.440002441,1
52,2/17/2017,843.2420878,845.0700073,0.929992676,1
53,2/21/2017,844.8960733,856.4400024,11.36999512,1
54,2/22/2017,856.2986853,855.6099854,-0.83001709,0
55,2/23/2017,853.9240477,852.1900024,-3.41998291,0
56,2/24/2017,852.9028256,845.2399902,-6.950012207,0
57,2/27/2017,846.6179161,848.6400146,3.400024414,1
58,2/28/2017,848.8100111,845.039978,-3.600036621,0
59,3/1/2017,845.3924943,853.0800171,8.040039063,1
60,3/2/2017,853.0758668,848.9099731,-4.170043945,0
61,3/3/2017,848.2239054,849.8800049,0.970031738,1
62,3/6/2017,849.9752267,846.6099854,-3.270019531,0
63,3/7/2017,847.3302365,846.0200195,-0.58996582,0
64,3/8/2017,846.1841004,850.5,4.479980469,1
65,3/9/2017,850.4714155,853,2.5,1
66,3/10/2017,852.4392565,852.460022,-0.539978027,0
67,3/13/2017,852.1088864,854.5900269,2.130004883,1
68,3/14/2017,854.5803503,852.5300293,-2.059997559,0
69,3/15/2017,852.6779891,852.9699707,0.439941406,1
70,3/16/2017,853.0177029,853.4199829,0.450012207,1
71,3/17/2017,853.3735791,852.3099976,-1.109985352,0
72,3/20/2017,852.5462235,856.9699707,4.659973145,1
73,3/21/2017,856.9477655,843.2000122,-13.7699585,0
74,3/22/2017,846.2027383,848.0599976,4.859985352,1
75,3/23/2017,848.3690642,847.3800049,-0.679992676,0
76,3/24/2017,846.6712193,845.6099854,-1.770019531,0
77,3/27/2017,845.9681368,846.8200073,1.210021973,1
78,3/28/2017,846.8691546,856,9.179992676,1
79,3/29/2017,855.8645538,874.3200073,18.32000732,1
80,3/30/2017,873.5168392,876.3400269,2.020019531,1
81,3/31/2017,873.6481269,886.539978,10.19995117,1
82,4/3/2017,886.3517868,891.5100098,4.970031738,1
83,4/4/2017,890.1956328,906.8300171,15.32000732,1
84,4/5/2017,906.4097045,909.2800293,2.450012207,1
85,4/6/2017,907.0552956,898.2800293,-11,0
86,4/7/2017,900.7258952,894.8800049,-3.400024414,0
87,4/10/2017,895.6108664,907.039978,12.15997314,1
88,4/11/2017,906.9895014,902.3599854,-4.679992676,0
89,4/12/2017,900.9422979,896.2299805,-6.130004883,0
90,4/13/2017,897.398655,884.6699829,-11.55999756,0
91,4/17/2017,886.9468201,901.9899902,17.32000732,1
92,4/18/2017,902.1401015,903.7800293,1.790039063,1
93,4/19/2017,901.2315048,899.2000122,-4.58001709,0
94,4/20/2017,900.1808204,902.0599976,2.859985352,1
95,4/21/2017,902.1835728,898.5300293,-3.529968262,0
96,4/24/2017,899.0080386,907.4099731,8.879943848,1
97,4/25/2017,907.3933084,907.6199951,0.210021973,1
98,4/26/2017,906.2990019,909.289978,1.66998291,1
99,4/27/2017,909.2658429,918.3800049,9.090026855,1
100,4/28/2017,918.2201032,924.9899902,6.609985352,1
101,5/1/2017,923.9266024,948.2299805,23.23999023,1
102,5/2/2017,947.6646759,946.9400024,-1.289978027,0
103,5/3/2017,943.4863314,941.0300293,-5.909973145,0
104,5/4/2017,942.2683672,937.5300293,-3.5,0
105,5/5/2017,938.1847725,934.1500244,-3.380004883,0
106,5/8/2017,934.7806659,949.039978,14.88995361,1
107,5/9/2017,948.9666347,952.8200073,3.780029297,1
108,5/10/2017,950.7192258,948.9500122,-3.869995117,0
109,5/11/2017,949.2927306,947.6199951,-1.33001709,0
110,5/12/2017,947.8958977,961.3499756,13.72998047,1
111,5/15/2017,961.2535033,957.9699707,-3.380004883,0
112,5/16/2017,956.0828312,966.0700073,8.100036621,1
113,5/17/2017,966.0588724,944.7600098,-21.30999756,0
114,5/18/2017,949.342944,958.4899902,13.72998047,1
115,5/19/2017,959.0712792,959.8400269,1.350036621,1
116,5/22/2017,957.8177786,970.6699829,10.82995605,1
117,5/23/2017,970.5140568,971.539978,0.869995117,1
118,5/24/2017,969.9397452,980.3499756,8.809997559,1
119,5/25/2017,980.2339188,993.3800049,13.0300293,1
120,5/26/2017,992.5511363,995.7800293,2.400024414,1
121,5/30/2017,993.9005308,996.7000122,0.91998291,1
122,5/31/2017,996.3774144,994.6199951,-2.08001709,0
123,6/1/2017,995.054658,995.9500122,1.33001709,1
124,6/2/2017,996.006605,1006.72998,10.77996826,1
125,6/5/2017,1006.575452,1011.340027,4.610046387,1
126,6/6/2017,1009.916632,1003,-8.340026855,0
127,6/7/2017,1004.611606,1010.070007,7.070007324,1
128,6/8/2017,1010.304272,1010.27002,0.200012207,1
129,6/9/2017,1009.218636,978.3099976,-31.96002197,0
130,6/12/2017,985.3139323,964.9099731,-13.40002441,0
131,6/13/2017,967.5469141,980.789978,15.88000488,1
132,6/14/2017,981.0782762,976.4699707,-4.320007324,0
133,6/15/2017,974.3349308,964.1699829,-12.29998779,0
134,6/16/2017,966.6754515,987.710022,23.54003906,1
135,6/19/2017,987.7581269,995.1699829,7.459960938,1
136,6/20/2017,991.9233756,992.5900269,-2.579956055,0
137,6/21/2017,991.667527,1002.22998,9.639953613,1
138,6/22/2017,1002.188205,1001.299988,-0.929992676,0
139,6/23/2017,999.8766919,1003.73999,2.440002441,1
140,6/26/2017,1003.734471,993.9799805,-9.760009766,0
141,6/27/2017,996.1450123,976.7800293,-17.19995117,0
142,6/28/2017,980.1471358,990.3300171,13.54998779,1
143,6/29/2017,990.8169226,975.9299927,-14.40002441,0
144,6/30/2017,977.3544575,968,-7.929992676,0
145,7/3/2017,969.4933833,953.6599731,-14.34002686,0
146,7/5/2017,956.4737552,971.4000244,17.74005127,1
147,7/6/2017,971.688096,965.1400146,-6.260009766,0
148,7/7/2017,962.9676469,978.7600098,13.61999512,1
149,7/10/2017,978.7579163,996.4699707,17.70996094,1
150,7/11/2017,995.1384074,994.1300049,-2.33996582,0
151,7/12/2017,991.5403084,1006.51001,12.38000488,1
152,7/13/2017,1006.442245,1000.630005,-5.880004883,0
153,7/14/2017,999.4330396,1001.809998,1.179992676,1
154,7/17/2017,1001.947862,1010.039978,8.229980469,1
155,7/18/2017,1009.913655,1024.449951,14.40997314,1
156,7/19/2017,1023.709416,1026.869995,2.420043945,1
157,7/20/2017,1024.781929,1028.699951,1.829956055,1
158,7/21/2017,1028.419968,1025.670044,-3.029907227,0
159,7/24/2017,1026.227161,1038.949951,13.27990723,1
160,7/25/2017,1038.884759,1039.869995,0.920043945,1
161,7/26/2017,1037.904358,1052.800049,12.93005371,1
162,7/27/2017,1052.645086,1046,-6.800048828,0
163,7/28/2017,1044.922311,1020.039978,-25.96002197,0
164,7/31/2017,1025.428385,987.7800293,-32.25994873,0
165,8/1/2017,993.9035389,996.1900024,8.409973145,1
166,8/2/2017,996.9154489,995.8900146,-0.299987793,0
167,8/3/2017,994.6382404,986.9199829,-8.970031738,0
168,8/4/2017,988.8723534,987.5800171,0.66003418,1
169,8/7/2017,987.8344436,992.2700195,4.690002441,1
170,8/8/2017,992.1986788,989.8400269,-2.429992676,0
171,8/9/2017,989.4391374,982.0100098,-7.83001709,0
172,8/10/2017,983.618575,956.9199829,-25.09002686,0
173,8/11/2017,962.0724908,967.9899902,11.07000732,1
174,8/14/2017,968.5815346,983.2999878,15.30999756,1
175,8/15/2017,982.2378171,982.7399902,-0.559997559,0
176,8/16/2017,980.4613064,978.1799927,-4.559997559,0
177,8/17/2017,979.1551888,960.5700073,-17.60998535,0
178,8/18/2017,964.2275945,958.4699707,-2.100036621,0
179,8/21/2017,959.2371975,953.289978,-5.179992676,0
180,8/22/2017,954.333725,966.9000244,13.61004639,1
181,8/23/2017,966.8690715,958,-8.900024414,0
182,8/24/2017,957.3976041,952.4500122,-5.549987793,0
183,8/25/2017,953.4845469,945.2600098,-7.190002441,0
184,8/28/2017,946.6295002,946.0200195,0.760009766,1
185,8/29/2017,946.2122363,954.0599976,8.039978027,1
186,8/30/2017,953.9556082,967.5900269,13.5300293,1
187,8/31/2017,966.8595165,980.5999756,13.00994873,1
188,9/1/2017,979.1446096,978.25,-2.349975586,0
189,9/5/2017,976.3852406,965.2700195,-12.97998047,0
190,9/6/2017,968.0117441,967.7999878,2.529968262,1
191,9/7/2017,968.1060852,979.4699707,11.66998291,1
192,9/8/2017,979.2409489,965.9000244,-13.56994629,0
193,9/11/2017,967.5535836,977.960022,12.05999756,1
194,9/12/2017,978.3362453,982.5800171,4.619995117,1
195,9/13/2017,980.9588273,999.5999756,17.0199585,1
196,9/14/2017,999.2022636,992.210022,-7.389953613,0
197,9/15/2017,990.4008699,986.789978,-5.420043945,0
198,9/18/2017,987.7947281,974.1900024,-12.59997559,0
199,9/19/2017,976.7167379,969.8599854,-4.33001709,0
200,9/20/2017,970.7582341,973.210022,3.350036621,1
201,9/21/2017,973.3325772,964.6500244,-8.559997559,0
202,9/22/2017,966.4827511,955.0999756,-9.550048828,0
203,9/25/2017,956.8978446,939.789978,-15.30999756,0
204,9/26/2017,942.7614793,938.5999756,-1.190002441,0
205,9/27/2017,939.2053771,950.8699951,12.27001953,1
206,9/28/2017,950.7838097,956.4000244,5.530029297,1
207,9/29/2017,954.7950158,961.3499756,4.949951172,1
208,10/2/2017,960.7416656,959.1900024,-2.159973145,0
209,10/3/2017,958.6662516,957.0999756,-2.090026855,0
210,10/4/2017,957.4899726,965.4500122,8.350036621,1
211,10/5/2017,965.4116866,980.8499756,15.39996338,1
212,10/6/2017,980.1075462,989.5800171,8.730041504,1
213,10/9/2017,987.6594308,990.9899902,1.409973145,1
214,10/10/2017,989.7227698,987.2000122,-3.789978027,0
215,10/11/2017,988.0175414,995,7.799987793,1
216,10/12/2017,995.0055244,1000.929993,5.929992676,1
217,10/13/2017,1000.028985,1002.940002,2.010009766,1
218,10/16/2017,1002.128972,1006.340027,3.400024414,1
219,10/17/2017,1006.157634,1009.130005,2.789978027,1
220,10/18/2017,1008.745963,997,-12.13000488,0
221,10/19/2017,999.6957481,986.6099854,-10.39001465,0
222,10/20/2017,988.5391505,982.9099731,-3.700012207,0
223,10/23/2017,983.6692966,966.2999878,-16.60998535,0
224,10/24/2017,969.7769555,975.9000244,9.600036621,1
225,10/25/2017,976.3349351,972.9099731,-2.99005127,0
226,10/26/2017,971.6705751,972.4299927,-0.479980469,0
227,10/27/2017,972.5733423,1100.949951,128.5199585,1
228,10/30/2017,1099.750935,1110.849976,9.900024414,1
229,10/31/2017,1091.84969,1105.280029,-5.569946289,0
230,11/1/2017,1104.55838,1103.680054,-1.599975586,0
231,11/2/2017,1104.033613,1094.219971,-9.460083008,0
232,11/3/2017,1096.223326,1111.599976,17.38000488,1
233,11/6/2017,1111.65056,1120.660034,9.060058594,1
234,11/7/2017,1118.451558,1123.170044,2.510009766,1
235,11/8/2017,1121.902105,1132.880005,9.709960938,1
236,11/9/2017,1132.662129,1129.130005,-3.75,0
237,11/10/2017,1128.000464,1125.349976,-3.780029297,0
238,11/13/2017,1126.056914,1129.170044,3.820068359,1
239,11/14/2017,1129.267467,1136.839966,7.669921875,1
240,11/15/2017,1136.506122,1126.689941,-10.15002441,0
241,11/16/2017,1128.208448,1137.290039,10.60009766,1
242,11/17/2017,1137.544294,1129.880005,-7.41003418,0
243,11/20/2017,1129.572843,1126.310059,-3.569946289,0
244,11/21/2017,1126.994328,1139.48999,13.17993164,1
245,11/22/2017,1139.433516,1156.160034,16.67004395,1
246,11/24/2017,1154.8604,1186,29.83996582,1
247,11/27/2017,1184.507792,1195.829956,9.829956055,1
248,11/28/2017,1191.733911,1193.599976,-2.229980469,0
249,11/29/2017,1192.22937,1161.27002,-32.32995605,0
250,11/30/2017,1168.259799,1176.75,15.47998047,1
251,12/1/2017,1177.534326,1162.349976,-14.40002441,0
252,12/4/2017,1163.210835,1133.949951,-28.40002441,0
253,12/5/2017,1139.565844,1141.569946,7.619995117,1
254,12/6/2017,1142.206748,1152.349976,10.7800293,1
255,12/7/2017,1151.623741,1159.790039,7.440063477,1
256,12/8/2017,1158.510652,1162,2.209960938,1
257,12/11/2017,1160.966279,1168.920044,6.920043945,1
258,12/12/2017,1168.733003,1165.079956,-3.840087891,0
259,12/13/2017,1164.559979,1164.130005,-0.949951172,0
260,12/14/2017,1164.353765,1174.26001,10.13000488,1
261,12/15/2017,1174.188203,1179.140015,4.880004883,1
262,12/18/2017,1177.831686,1190.579956,11.43994141,1
263,12/19/2017,1190.163252,1187.380005,-3.199951172,0
264,12/20/2017,1185.852983,1177.619995,-9.760009766,0
265,12/21/2017,1179.617702,1174.76001,-2.859985352,0
266,12/22/2017,1175.387123,1168.359985,-6.400024414,0
267,12/26/2017,1169.639369,1176.76001,8.400024414,1
268,12/27/2017,1176.875157,1182.26001,5.5,1
269,12/28/2017,1181.249008,1186.099976,3.83996582,1
270,12/29/2017,1185.449274,1169.469971,-16.63000488,0
271,1/2/2018,1173.165534,1189.01001,19.54003906,1
272,1/3/2018,1189.372323,1204.199951,15.18994141,1
273,1/4/2018,1201.957314,1209.589966,5.390014648,1
274,1/5/2018,1207.525203,1229.140015,19.55004883,1
275,1/8/2018,1228.677096,1246.869995,17.72998047,1
276,1/9/2018,1244.728179,1252.699951,5.829956055,1
277,1/10/2018,1250.265648,1254.329956,1.630004883,1
278,1/11/2018,1253.514807,1276.680054,22.35009766,1
279,1/12/2018,1276.410563,1305.199951,28.51989746,1
280,1/16/2018,1303.002132,1304.859985,-0.33996582,0
281,1/17/2018,1300.612096,1295,-9.859985352,0
282,1/18/2018,1297.14567,1293.319946,-1.680053711,0
283,1/19/2018,1293.803487,1294.579956,1.260009766,1
284,1/22/2018,1294.627411,1327.310059,32.73010254,1
285,1/23/2018,1326.958943,1362.540039,35.22998047,1
286,1/24/2018,1359.143435,1357.51001,-5.030029297,0
287,1/25/2018,1352.377293,1377.949951,20.43994141,1
288,1/26/2018,1377.854882,1402.050049,24.10009766,1
289,1/29/2018,1399.989556,1417.680054,15.63000488,1
290,1/30/2018,1414.772232,1437.819946,20.13989258,1
291,1/31/2018,1436.287583,1450.890015,13.07006836,1
292,2/1/2018,1448.460422,1390,-60.89001465,0
293,2/2/2018,1403.54533,1429.949951,39.94995117,1
294,2/5/2018,1431.620706,1390,-39.94995117,0
295,2/6/2018,1393.267046,1442.839966,52.83996582,1
296,2/7/2018,1443.547457,1416.780029,-26.05993652,0
297,2/8/2018,1411.914626,1350.5,-66.2800293,0
298,2/9/2018,1363.887339,1339.599976,-10.90002441,0
299,2/12/2018,1342.806423,1386.22998,46.63000488,1
300,2/13/2018,1386.004811,1414.51001,28.2800293,1
301,2/14/2018,1408.787676,1451.050049,36.54003906,1
302,2/15/2018,1448.279829,1461.76001,10.70996094,1
303,2/16/2018,1456.675835,1448.689941,-13.07006836,0
304,2/20/2018,1450.42749,1468.349976,19.66003418,1
305,2/21/2018,1468.517708,1482.920044,14.57006836,1
306,2/22/2018,1480.632414,1485.339966,2.419921875,1
307,2/23/2018,1483.227634,1500,14.66003418,1
308,2/26/2018,1499.757789,1521.949951,21.94995117,1
309,2/27/2018,1520.575505,1511.97998,-9.969970703,0
310,2/28/2018,1509.747709,1512.449951,0.469970703,1
311,3/1/2018,1512.748102,1493.449951,-19,0
312,3/2/2018,1497.625774,1500.25,6.800048828,1
313,3/5/2018,1500.677188,1523.609985,23.35998535,1
314,3/6/2018,1523.030024,1537.640015,14.0300293,1
315,3/7/2018,1534.766483,1545,7.359985352,1
316,3/8/2018,1543.219621,1551.859985,6.859985352,1
317,3/9/2018,1551.060513,1578.890015,27.0300293,1
318,3/12/2018,1578.292461,1598.390015,19.5,1
319,3/13/2018,1595.220905,1588.180054,-10.20996094,0
320,3/14/2018,1586.542326,1591,2.819946289,1
321,3/15/2018,1591.228376,1582.319946,-8.680053711,0
322,3/16/2018,1584.219676,1571.680054,-10.63989258,0
323,3/19/2018,1573.697467,1544.930054,-26.75,0
324,3/20/2018,1550.32818,1586.51001,41.57995605,1
325,3/21/2018,1586.819555,1581.859985,-4.650024414,0
326,3/22/2018,1575.743384,1544.920044,-36.93994141,0
327,3/23/2018,1552.814912,1495.560059,-49.35998535,0
328,3/26/2018,1504.986445,1555.859985,60.29992676,1
329,3/27/2018,1556.872641,1497.050049,-58.80993652,0
330,3/28/2018,1501.423257,1431.420044,-65.63000488,0
331,3/29/2018,1443.775642,1447.339966,15.91992188,1
332,4/2/2018,1448.829232,1371.98999,-75.34997559,0
333,4/3/2018,1388.754797,1392.050049,20.06005859,1
334,4/4/2018,1393.740839,1410.569946,18.51989746,1
335,4/5/2018,1408.384435,1451.75,41.18005371,1
336,4/6/2018,1450.158109,1405.22998,-46.52001953,0
337,4/9/2018,1410.570907,1406.079956,0.849975586,1
338,4/10/2018,1407.558843,1436.219971,30.14001465,1
339,4/11/2018,1435.907607,1427.050049,-9.169921875,0
340,4/12/2018,1423.127227,1448.5,21.44995117,1
341,4/13/2018,1448.476437,1430.790039,-17.70996094,0
342,4/16/2018,1431.144622,1441.5,10.70996094,1
343,4/17/2018,1441.97213,1503.829956,62.32995605,1
344,4/18/2018,1502.776406,1527.839966,24.01000977,1
345,4/19/2018,1519.468207,1556.910034,29.07006836,1
346,4/20/2018,1554.509851,1527.48999,-29.42004395,0
347,4/23/2018,1529.998086,1517.859985,-9.630004883,0
348,4/24/2018,1519.889284,1460.089966,-57.77001953,0
349,4/25/2018,1472.330273,1460.170044,0.080078125,1
350,4/26/2018,1462.07591,1517.959961,57.78991699,1
351,4/27/2018,1517.411769,1572.619995,54.66003418,1
352,4/30/2018,1566.371444,1566.130005,-6.489990234,0
353,5/1/2018,1558.104401,1582.26001,16.13000488,1
354,5/2/2018,1582.231657,1569.680054,-12.57995605,0
355,5/3/2018,1569.676037,1572.079956,2.399902344,1
356,5/4/2018,1572.37791,1580.949951,8.869995117,1
357,5/7/2018,1580.74325,1600.140015,19.19006348,1
358,5/8/2018,1599.374558,1592.390015,-7.75,0
359,5/9/2018,1590.225331,1608,15.60998535,1
360,5/10/2018,1608.01683,1609.079956,1.079956055,1
361,5/11/2018,1606.769398,1602.910034,-6.169921875,0
362,5/14/2018,1604.283798,1601.540039,-1.369995117,0
363,5/15/2018,1601.880054,1576.119995,-25.42004395,0
364,5/16/2018,1581.631812,1587.280029,11.16003418,1
365,5/17/2018,1587.87841,1581.76001,-5.520019531,0
366,5/18/2018,1580.73656,1574.369995,-7.390014648,0
367,5/21/2018,1575.781514,1585.459961,11.08996582,1
368,5/22/2018,1585.555469,1581.400024,-4.059936523,0
369,5/23/2018,1580.068025,1601.859985,20.45996094,1
370,5/24/2018,1601.75081,1603.069946,1.209960938,1
371,5/25/2018,1600.037242,1610.150024,7.080078125,1
372,5/29/2018,1610.030726,1612.869995,2.719970703,1
373,5/30/2018,1611.918653,1624.890015,12.02001953,1
374,5/31/2018,1624.646717,1629.619995,4.729980469,1
375,6/1/2018,1628.010877,1641.540039,11.92004395,1
376,6/4/2018,1641.13883,1665.27002,23.72998047,1
377,6/5/2018,1664.226638,1696.349976,31.07995605,1
378,6/6/2018,1694.035163,1695.75,-0.599975586,0
379,6/7/2018,1691.12115,1689.300049,-6.449951172,0
380,6/8/2018,1690.687894,1683.98999,-5.310058594,0
381,6/11/2018,1684.974985,1689.119995,5.130004883,1
382,6/12/2018,1689.261341,1698.75,9.630004883,1
383,6/13/2018,1698.295618,1704.859985,6.109985352,1
384,6/14/2018,1703.691495,1723.859985,19,1
385,6/15/2018,1723.343052,1715.969971,-7.890014648,0
386,6/18/2018,1713.871964,1723.790039,7.820068359,1
387,6/19/2018,1723.996436,1734.780029,10.98999023,1
388,6/20/2018,1734.033264,1750.079956,15.29992676,1
389,6/21/2018,1749.027539,1730.219971,-19.85998535,0
390,6/22/2018,1733.116577,1715.670044,-14.54992676,0
391,6/25/2018,1718.367292,1663.150024,-52.52001953,0
392,6/26/2018,1674.016122,1691.089966,27.93994141,1
393,6/27/2018,1692.418779,1660.51001,-30.57995605,0
394,6/28/2018,1663.774347,1701.449951,40.93994141,1
395,6/29/2018,1701.977832,1699.800049,-1.649902344,0
396,7/2/2018,1693.70811,1713.780029,13.97998047,1
397,7/3/2018,1713.687436,1693.959961,-19.82006836,0
398,7/5/2018,1697.169245,1699.72998,5.770019531,1
399,7/6/2018,1700.171945,1710.630005,10.90002441,1
400,7/9/2018,1710.119619,1739.02002,28.39001465,1
401,7/10/2018,1738.097387,1743.069946,4.049926758,1
402,7/11/2018,1738.92896,1755,11.93005371,1
403,7/12/2018,1754.657985,1796.619995,41.61999512,1
404,7/13/2018,1795.600679,1813.030029,16.41003418,1
405,7/16/2018,1807.460094,1822.48999,9.459960938,1
406,7/17/2018,1820.451441,1843.930054,21.44006348,1
407,7/18/2018,1843.118985,1842.920044,-1.010009766,0
408,7/19/2018,1839.73135,1812.969971,-29.95007324,0
409,7/20/2018,1819.488417,1813.699951,0.729980469,1
410,7/23/2018,1814.639611,1802,-11.69995117,0
411,7/24/2018,1804.584768,1829.23999,27.23999023,1
412,7/25/2018,1829.211586,1863.609985,34.36999512,1
413,7/26/2018,1860.921908,1808,-55.60998535,0
414,7/27/2018,1818.069898,1817.27002,9.270019531,1
415,7/30/2018,1818.624898,1779.219971,-38.05004883,0
416,7/31/2018,1787.666092,1777.439941,-1.780029297,0
417,8/1/2018,1778.840223,1797.170044,19.73010254,1
418,8/2/2018,1797.028759,1834.329956,37.15991211,1
419,8/3/2018,1832.583626,1823.290039,-11.03991699,0
420,8/6/2018,1818.416079,1847.75,24.45996094,1
421,8/7/2018,1847.74001,1862.47998,14.72998047,1
422,8/8/2018,1859.473104,1886.52002,24.04003906,1
423,8/9/2018,1885.171096,1898.52002,12,1
424,8/10/2018,1895.437323,1886.300049,-12.2199707,0
425,8/13/2018,1887.363561,1896.199951,9.899902344,1
426,8/14/2018,1896.545431,1919.650024,23.45007324,1
427,8/15/2018,1918.805625,1882.619995,-37.0300293,0
428,8/16/2018,1889.210091,1886.52002,3.900024414,1
429,8/17/2018,1887.510639,1882.219971,-4.300048828,0
430,8/20/2018,1882.687189,1876.709961,-5.510009766,0
431,8/21/2018,1877.7585,1883.420044,6.710083008,1
432,8/22/2018,1883.533668,1904.900024,21.47998047,1
433,8/23/2018,1904.331346,1902.900024,-2,0
434,8/24/2018,1899.726349,1905.390015,2.489990234,1
